机场名称,服务权益机构,龙腾网点编码,站点名称,省份,城市,机场编码,休息室名称,航站楼,安检类型,品质贵宾厅（是/否）,品质厅亮点,休息室位置,出发类型,服务内容,服务时长（小时）,营业时间
喀什机场,"移动,全球通,移动全球通,中荷人寿,中荷人寿龙腾卡",N00678,喀什机场,新疆维吾尔自治区,喀什市,KHG,头等舱休息室,主航站楼,安检后,否,,安检后右转直行至尽头.,国内出发,"WiFi,独立洗手间,电脑,电视,茶水/饮料,小食,广播提醒登机,支持虚拟卡",2小时,06:30-23:00
天津滨海国际机场,"移动,全球通,移动全球通",N00681,天津滨海国际机场,天津市,天津市,TSN,VIP16号贵宾室 (T2国内),T2航站楼,安检后,否,,"搭乘206登机口附近的电梯下一层,261-268登机口附近.",国内出发,"休息室休息,小食,茶水/饮料",2小时,根据当日航班运行情况开厅
天津滨海国际机场,"移动,全球通,移动全球通,中荷人寿,中荷人寿龙腾卡",N00682,天津滨海国际机场,天津市,天津市,TSN,VIP17号贵宾室 (T2国内),T2航站楼,安检后,否,,206号登机口旁边.,国内出发,"空调,茶水/饮料,小食,广播提醒登机,支持虚拟卡",2小时,early-late-flight
天津滨海国际机场,"移动,全球通,移动全球通,中荷人寿,中荷人寿龙腾卡",N00683,天津滨海国际机场,天津市,天津市,TSN,VIP18号贵宾室 (T2国内),T2航站楼,安检后,否,,安检后直行20米，207号登机口旁边,国内出发,"空调,茶水/饮料,小食,广播提醒登机,支持虚拟卡",2小时,early-late-flight
天津滨海国际机场,"移动,全球通,移动全球通",N00684,天津滨海国际机场,天津市,天津市,TSN,VIP20号贵宾室 (T2国内),T2航站楼,安检后,否,,"直走至尽头右转,216号登机口旁边.",国内出发,"空调,茶水/饮料,小食,广播提醒登机,支持虚拟卡",2小时,early-late-flight
乌鲁木齐地窝堡国际机场,"移动,全球通,移动全球通,中荷人寿,中荷人寿龙腾卡",N00686,乌鲁木齐地窝堡国际机场,新疆维吾尔自治区,乌鲁木齐市,URC,两舱嘉宾休息室(T1国内),T1航站楼,安检后,否,,"安检后,右侧直行至尽头,靠近1号登机口,""两舱嘉宾休息室”.",国内出发,"空调,茶水/饮料,小食,WiFi,支持虚拟卡",2小时,06:00_21:00
威海大水泊机场,"移动,全球通,移动全球通,中荷人寿,中荷人寿龙腾卡",N00689,威海大水泊机场,山东省,威海市,WEH,头等舱休息室(二层),主航站楼,安检后,否,,安检后，乘电梯至2楼，4号登记口对面,国内出发,"电视,电脑,航班显示器,茶水/饮料,小食,广播提醒登机,支持虚拟卡,报刊杂志",2小时,early-late-flight
石家庄正定国际机场,"移动,全球通,移动全球通",N00693,石家庄正定国际机场,河北省,石家庄市,SJW,头等舱休息室 (T2国内),T2航站楼,安检后,否,,"安检后,B安检口对面",国内出发,"航班显示器,空调,茶水/饮料,水果,小食,广播提醒登机,支持虚拟卡,餐食（冷/热）,代步电瓶车,报刊杂志,电视,电脑",2小时,最早航班起飞前100分钟开厅-最晚航班结束
长春龙嘉国际机场,"移动,全球通,移动全球通",N00754,长春龙嘉国际机场,吉林省,长春市,CGQ,头等舱休息室(T2国内),T2航站楼,安检后,否,,"安检后15号登机口对面""头等舱休息室”.",国内出发,"广播提醒登机,WiFi,支持虚拟卡,报刊杂志,空调,茶水/饮料,餐食（冷/热）,小食",2小时,early-late-flight
九寨沟黄龙机场,"移动,全球通,移动全球通",N00756,九寨沟黄龙机场,四川省,九寨沟市,JZH,商务旅客休息厅,主航站楼,安检后,否,,安检后2楼，4号登机口旁,国内出发,"休息室休息,小食,茶水/饮料",2小时,根据当日航班运行情况开厅
厦门高崎国际机场,"移动,全球通,移动全球通",N00762,厦门高崎国际机场,福建省,厦门市,XMN,头等舱休息室(T4国内),T4航站楼,安检后,否,,"T4航站楼,安检后,左侧直行至夹层'头等舱休息室'.",国内出发,"WiFi,支持虚拟卡,报刊杂志,电视,航班显示器,空调,茶水/饮料,水果,小食,广播提醒登机",2小时,07:00_21:00
无锡硕放机场,"移动,全球通,移动全球通",N00763,无锡硕放机场,江苏省,无锡市,WUX,头等舱候机室V1(T2国内),T2航站楼,安检后,否,,安检后，11号登机口对面,国内出发,"广播提醒登机,支持虚拟卡,餐食（冷/热）,报刊杂志,电视,电脑,航班显示器,空调,茶水/饮料,小食",2小时,early-late-flight
常州奔牛机场,"移动,全球通,移动全球通",N00764,常州奔牛机场,江苏省,常州市,CZX,国内头等舱休息室,主航站楼,安检后,否,,左转直行100米(2号登机口对面).,国内出发,"餐食（冷/热）,报刊杂志,电视,电脑,航班显示器,空调,茶水/饮料,水果,小食,睡眠区,广播提醒登机,WiFi,支持虚拟卡",2小时,early-late-flight
南宁吴圩国际机场,"移动,全球通,移动全球通",N00766,南宁吴圩国际机场,广西壮族自治区,南宁市,NNG,国际头等舱休息室2(T2国际),T2航站楼,安检后,否,,进入出发大厅，过国际“三关”安检后，直行20米左右，免税店旁“头等舱候机室”,国际出发,"报刊杂志,电视,电脑,空调,茶水/饮料,小食,广播提醒登机,支持虚拟卡",2小时,国际航班开始-结束
长春龙嘉国际机场,"移动,全球通,移动全球通,广州银行,广州银行龙腾卡",N00771,长春龙嘉国际机场,吉林省,长春市,CGQ,国际头等舱休息室,主航站楼,安检后,否,,"出境检查后,直行300米右转(免税店旁).",国际出发,"支持虚拟卡,电视,电脑,茶水/饮料,小食,广播提醒登机,WiFi",2小时,early-late-flight
烟台蓬莱国际机场,"移动,全球通,移动全球通,广州银行,广州银行龙腾卡",N00782,烟台蓬莱国际机场,山东省,烟台市,YNT,国际头等舱休息室,主航站楼,安检后,否,,出境检查后右转至二楼'国际头等舱休息室'.,国际出发,"报刊杂志,电视,茶水/饮料,小食,人工提醒登机,WiFi,支持虚拟卡",2小时,06:30_22:00
敦煌莫高国际机场,"移动,全球通,移动全球通",N00801,敦煌莫高国际机场,甘肃省,敦煌市,DNH,头等舱休息室(2号休息室)(T3国内),T3航站楼,安检后,否,,"安检后,隔离厅二楼304登机口附近'头等舱休息室'.(内含独立休息室2间).",国内出发,"茶水/饮料,人工提醒登机,支持虚拟卡,报刊杂志,电视,空调,null",2小时,每个航班起飞前3小时开厅
呼和浩特白塔国际机场,"移动,全球通,移动全球通,广州银行,广州银行龙腾卡",N00830,呼和浩特白塔国际机场,内蒙古自治区,呼和浩特市,HET,2号头等舱休息室,T1航站楼,安检后,否,,隔离区内二楼东侧6号登机口对面,国内出发,"航班显示器,空调,茶水/饮料,小食,WiFi,支持虚拟卡,报刊杂志,电视",2小时,06:00 - 最晚航班
上海浦东国际机场,"移动,全球通,移动全球通",N00868,上海浦东国际机场,上海市,上海市,PVG,69号贵宾休息室(T2国际),T2航站楼,安检后,否,,"乘电梯至4层(69号登机口附近)""69号贵宾休息室”.",国际出发,"航班显示器,小食,茶水/饮料,餐食（冷/热）,空调",2小时,06:00_23:00
广州白云国际机场,"移动,全球通,移动全球通",N01044,广州白云国际机场,广东省,广州市,CAN,龙腾出行接待柜台(T1国内),T1航站楼,安检前,是,优先安检、协办值机,"16号门进门右侧约15米,在柜台核销凭证后,乘专属电梯上至二楼休息室平台.",国内出发,"优先安检通道,空调,茶水/饮料,小食,支持虚拟卡,报刊杂志",2小时,06:30_21:00
包头东河机场,"移动,全球通,移动全球通",N01045,包头东河机场,内蒙古自治区,包头市,BAV,头等舱休息室(2号),主航站楼,安检后,否,,右转直行(10号登机口对面).,国内出发,"报刊杂志,电视,茶水/饮料,小食,广播提醒登机,支持虚拟卡",2小时,early-late-flight
丽江三义机场,"移动,全球通,移动全球通",N01048,丽江三义机场,云南省,丽江市,LJG,国际头等舱休息室2（T1国际）,主航站楼,安检后,否,,出境检查后右侧.,国际出发,"报刊杂志,电脑,茶水/饮料,小食,支持虚拟卡",2小时,early-late-flight
南昌昌北国际机场,"移动,全球通,移动全球通",N01052,南昌昌北国际机场,江西省,南昌市,KHN,龙逸行赣商俱乐部休息厅(T2国内),T2航站楼,安检前,是,协办值机、优先安检,安检前，2号门正对面“龙逸行赣商俱乐部”休息厅,国内出发,"电视,茶水/饮料,小食,广播提醒登机,优先安检通道,支持虚拟卡,协办行李托运,协办登机手续,电话,报刊杂志",2小时,early-late-flight
鞍山腾鳌机场,"移动,全球通,移动全球通",N01066,鞍山腾鳌机场,辽宁省,鞍山市,AOG,头等舱休息室,主航站楼,安检后,否,,"安检后右转,上至二层'头等舱休息室'.",国内出发,"报刊杂志,电视,茶水/饮料,小食,广播提醒登机,支持虚拟卡,电话",2小时,early-late-flight
长沙黄花国际机场,"移动,全球通,移动全球通",N01085,长沙黄花国际机场,湖南省,长沙市,CSX,乐翔7号头等舱贵宾室(T2国内),T2航站楼,安检后,否,,"安检后，左侧靠近30号登机口""乐翔7号头等舱贵宾室”.",国内出发,"独立洗手间,空调,茶水/饮料,小食,报刊杂志,电脑,航班显示器",2小时,06:00_22:00
天津滨海国际机场,"移动,全球通,移动全球通",N01100,天津滨海国际机场,天津市,天津市,TSN,VIP10号贵宾室 (T2国内),T2航站楼,安检后,否,,117-118号登机口对面.,国内出发,"空调,茶水/饮料,小食,广播提醒登机,支持虚拟卡",2小时,07:00_21:00
常州奔牛机场,"移动,全球通,移动全球通",N01101,常州奔牛机场,江苏省,常州市,CZX,国内贵宾、头等舱接待柜台,主航站楼,安检前,是,协办值机、优先安检,"安检前国内出发大厅2号门,直行至18号值机'国内贵宾、头等舱接待柜台'.",国内出发,"支持虚拟卡,接待柜台,电脑,协办行李托运,协办登机手续,茶水/饮料,餐食（冷/热）,水果,小食,广播提醒登机,优先安检通道,WiFi",2小时,early-late-flight
常州奔牛机场,"移动,全球通,移动全球通",N01102,常州奔牛机场,江苏省,常州市,CZX,国际头等舱休息室,主航站楼,安检后,否,,左转直行(1号登机口对面'国际头等舱休息室').,国际出发,"WiFi,支持虚拟卡,广播提醒登机,报刊杂志,电视,电脑,航班显示器,空调,茶水/饮料,水果,小食,睡眠区",2小时,early-late-flight
天津滨海国际机场,"移动,全球通,移动全球通",N01105,天津滨海国际机场,天津市,天津市,TSN,国际5号头等舱休息室 (T1),T1航站楼,安检后,否,,出境检查后，贵宾室位于105号登机口和免税店之间。,国际出发,"支持虚拟卡,航班显示器,茶水/饮料,小食,广播提醒登机,报刊杂志,电视,电脑",2小时,最早航班 - 最晚航班
成都双流国际机场,"移动,全球通,移动全球通",N01107,成都双流国际机场,四川省,成都市,CTU,G指廊休息室(T2国内),T2航站楼,安检后,否,,"安检后,172登机对面.",国内出发,"广播提醒登机,支持虚拟卡,报刊杂志,电视,电脑,航班显示器,空调,茶水/饮料,小食",2小时,06:00_23:00
西安咸阳国际机场,"移动,全球通,移动全球通",N01112,西安咸阳国际机场,陕西省,西安市,XIY,迅邦达头等舱休息室(T2国内),T2航站楼,安检后,否,,"14号登机口对面""迅邦达头等舱休息室”.",国内出发,"广播提醒登机,按摩椅,WiFi,支持虚拟卡,报刊杂志,电视,小食,餐食（冷/热）,电脑,航班显示器,空调,茶水/饮料",2小时,06:30_22:30
海口美兰国际机场,"移动,全球通,移动全球通",N01133,海口美兰国际机场,海南省,海口市,HAK,头等舱休息室(T1国内),T1航站楼,安检后,否,,13号登机门斜对面乘电梯上三楼(A区安检左侧).,国内出发,"餐食（冷/热）,报刊杂志,电视,电脑,航班显示器,茶水/饮料,小食,广播提醒登机,支持虚拟卡",2小时,06:00_22:30
呼和浩特白塔国际机场,"移动,全球通,移动全球通",N01145,呼和浩特白塔国际机场,内蒙古自治区,呼和浩特市,HET,蒙京易行接待中心,T2航站楼,安检前,是,协办值机、优先安检,T1航站楼二楼出港大厅C岛问讯柜台西侧，蒙京易行接待中心,国内出发,"优先安检通道,协办登机手续,接待柜台,支持虚拟卡,协办行李托运",2小时,07:30_21:00
张家界荷花机场,"移动,全球通,移动全球通",N01147,张家界荷花机场,湖南省,张家界市,DYG,2号头等舱候机室(T2国内),T2航站楼,安检后,否,,安检后直行100米右转直行50米(张家界特产总汇旁),国内出发,"人工提醒登机,支持虚拟卡,小食,报刊杂志,电视,航班显示器,茶水/饮料",2小时,05:30 - 最晚航班
张家界荷花机场,"移动,全球通,移动全球通",N01148,张家界荷花机场,湖南省,张家界市,DYG,5号头等舱候机室(T2国内),T2航站楼,安检后,否,,"安检后直行100米乘电梯下一楼,电梯正对面A8登机口旁.",国内出发,"报刊杂志,电视,航班显示器,茶水/饮料,小食,广播提醒登机,支持虚拟卡",2小时,远机位最早航班 - 最晚航班
合肥新桥国际机场,"移动,全球通,移动全球通",N01153,合肥新桥国际机场,安徽省,合肥市,HFE,商务贵宾厅（安检前）,主航站楼,安检前,是,协办值机、优先安检,出发大厅2号门内值机T岛右侧.,国内出发,"协办登机手续,茶水/饮料,小食,人工提醒登机,优先安检通道,支持虚拟卡,报刊杂志,电视,电脑,航班显示器,空调,协办行李托运",2小时,06:30_22:00
厦门高崎国际机场,"移动,全球通,移动全球通",N01176,厦门高崎国际机场,福建省,厦门市,XMN,远机位嘉宾候机室 (T3国内),T3航站楼,安检后,否,,"安检后,向左直行200米,手扶电梯下楼,向左直行20米,21号登机口对面",国内出发,"休息室休息,小食,茶水/饮料",2小时,09:00_18:00
沈阳桃仙国际机场,"移动,全球通,移动全球通",N01183,沈阳桃仙国际机场,辽宁省,沈阳市,SHE,头等舱休息室3 (T3国内),T3航站楼,安检后,否,,"安检后左转直行尽头,28号登机口对面.",国内出发,"餐食（冷/热）,报刊杂志,电视,电脑,独立洗手间,空调,茶水/饮料,水果,小食,支持虚拟卡",2小时,06:00_21:00
郑州新郑国际机场,"移动,全球通,移动全球通",N01189,郑州新郑国际机场,河南省,郑州市,CGO,国际头等舱休息室(T2国际),T2航站楼,安检后,否,,262号登机口对面.,国际出发,"空调,茶水/饮料,水果,小食,淋浴设施,广播提醒登机,WiFi,支持虚拟卡,报刊杂志,电视,电脑,航班显示器",2小时,07:00_22:00
威海大水泊机场,"移动,全球通,移动全球通",N01200,威海大水泊机场,山东省,威海市,WEH,国际头等舱休息室,主航站楼,安检后,否,,国际出发厅，安检后，右侧1号登机口附近.,国际出发,"航班显示器,空调,茶水/饮料,小食,人工提醒登机,WiFi,支持虚拟卡,报刊杂志,电视",2小时,08:40 - 11:20 ; 13:00 - 16:30
沈阳桃仙国际机场,"移动,全球通,移动全球通",N01231,沈阳桃仙国际机场,辽宁省,沈阳市,SHE,辽宁航协要客服务中心 (T3国内),T3航站楼,安检前,是,协办值机、优先安检,"1号门与3号门之间,辽宁航协易登机接待处.",国内出发,"休息室安检通道,支持虚拟卡,接待柜台,协办登机手续,协办行李托运,茶水/饮料,水果,按摩椅,WiFi",2小时,08:00_18:00
揭阳潮汕国际机场,"移动,全球通,移动全球通",N01252,揭阳潮汕国际机场,广东省,揭阳市,SWA,"国内头等舱/公务舱休
息室（T1国内）",主航站楼,安检后,否,,国内隔离区内，安检后左转，11号登机口旁的“国内头等舱休息室”使用,国内出发,"母婴室,独立洗手间,水果,报刊杂志,航班显示器,空调,素食,茶水/饮料,小食,广播提醒登机,支持虚拟卡,WiFi",2小时,06:00 - 最晚航班
天津滨海国际机场,"移动,全球通,移动全球通",N01262,天津滨海国际机场,天津市,天津市,TSN,天津航空金银卡会员休息室,T2航站楼,安检后,是,头等舱同款,直行至尽头(210登机口附近).,国内出发,"空调,茶水/饮料,小食",2小时,early-late-flight
海口美兰国际机场,"移动,全球通,移动全球通",N01287,海口美兰国际机场,海南省,海口市,HAK,易行休息室(T1国内),T1航站楼,安检前,是,协办值机、优先安检,"2号门左侧""易行休息室”.",国内出发,"空调,协办行李托运,协办登机手续,茶水/饮料,优先安检通道,小食,人工提醒登机,报刊杂志,支持虚拟卡,水果",2小时,06:00_22:00
昆明长水国际机场,"移动,全球通,移动全球通",N01289,昆明长水国际机场,云南省,昆明市,KMG,祥鹏航空V3贵宾休息室,T1航站楼,安检后,是,头等舱同款,"直行约20米左转,乘手扶电梯下一楼左侧""祥鹏航空V3贵宾休息室”",国内出发,"自助餐饮,报刊杂志,电视,电脑,茶水/饮料,支持虚拟卡,水果,小食,广播提醒登机,WiFi",2小时,05:30_23:00
乌鲁木齐地窝堡国际机场,"移动,全球通,移动全球通",N01292,乌鲁木齐地窝堡国际机场,新疆维吾尔自治区,乌鲁木齐市,,国际头等舱休息室(T3国际),T3航站楼,安检后,否,,"安检后乘扶梯下1楼左转""国际头等舱休息室”.",国际出发,"休息室休息,小食,茶水/饮料",2小时,根据当日航班运行情况开厅
南通兴东国际机场,"移动,全球通,移动全球通",N01397,南通兴东国际机场,江苏省,南通市,NTG,头等舱休息室,T1航站楼,安检后,否,,"安检后，右拐至5号登机口对面，,乘坐直梯上至二楼""头等舱休息室2”",国内出发,"WiFi,电视,报刊杂志,茶水/饮料,空调,小食,支持虚拟卡",2小时,08:00_22:00
长白山机场,"移动,全球通,移动全球通",N01415,长白山机场,吉林省,白山市,NBS,头等舱候机室(T1国内),T1航站楼,安检后,否,,"安检后向左直行100米,手扶电梯上至二楼,向前直行100米.",国内出发,"电视,支持虚拟卡,报刊杂志,航班显示器,茶水/饮料,水果,小食,广播提醒登机,WiFi",2小时,航班起飞前90分钟 - 航班结束
遵义新舟机场,"移动,全球通,移动全球通",N01465,遵义新舟机场,贵州省,遵义市,ZYI,商务贵宾室1,主航站楼,安检后,否,,"主航站楼安检内,左侧乘扶梯上二楼,靠近二号登机口.",国内出发,"航班显示器,茶水/饮料,小食,人工提醒登机,WiFi,支持虚拟卡",2小时,09:00_22:00
银川河东机场,"移动,全球通,移动全球通",N01466,银川河东机场,宁夏回族自治区,银川市,INC,国际头等舱休息室(T2国际),T2航站楼,安检后,否,,安检后，左转15米处，7号登机口附近“头等舱休息室”,国际出发,"茶水/饮料,水果,小食,人工提醒登机,支持虚拟卡",2小时,early-late-flight
锦州湾机场,"移动,全球通,移动全球通",N01470,锦州湾机场,辽宁省,锦州市,JNZ,头等舱休息室,主航站楼,安检后,否,,"安检后,右侧手扶梯至二楼头等舱休息区",国内出发,"电视,茶水/饮料,报刊杂志,小食",2小时,09:00_18:00
池州九华山机场,"移动,全球通,移动全球通",N01521,池州九华山机场,安徽省,池州市,JUH,头等舱休息室,主航站楼,安检后,否,,航站楼安检后二楼上电梯左侧,国内出发,"电脑,电视,航班显示器,茶水/饮料,支持虚拟卡",2小时,07:00 - 最晚航班
池州九华山机场,"移动,全球通,移动全球通",N01522,池州九华山机场,安徽省,池州市,JUH,CIP休息室2号,主航站楼,安检后,否,,航站楼二楼上电梯左侧,国内出发,"电脑,电视,航班显示器,茶水/饮料,广播提醒登机,支持虚拟卡",2小时,07:00 - 最晚航班
重庆江北国际机场,"移动,全球通,移动全球通",N01528,重庆江北国际机场,重庆市,重庆市,CKG,两舱贵宾室1(T3国内),T3航站楼,安检后,否,,下扶梯往E指廊步行约300米,国内出发,"淋浴设施（收费）,报刊杂志,独立洗手间,空调,行李寄存,吸烟室,茶水/饮料,小食,WiFi,支持虚拟卡",2小时,early-late-flight
重庆江北国际机场,"移动,全球通,移动全球通",N01529,重庆江北国际机场,重庆市,重庆市,CKG,两舱贵宾室2(T3国内),T3航站楼,安检后,否,,"下扶梯转至通道内侧,步行约30米",国内出发,"淋浴设施（收费）,茶水/饮料,独立洗手间,空调,行李寄存,小食,WiFi,支持虚拟卡",2小时,early-late-flight
重庆江北国际机场,"移动,全球通,移动全球通",N01530,重庆江北国际机场,重庆市,重庆市,CKG,国际休息室(T3国际),T3航站楼,安检后,否,,安检后H指廊步行约200米,国际出发,"睡眠区（收费）,淋浴设施（收费）,独立洗手间,行李寄存,吸烟室,茶水/饮料,小食,WiFi,支持虚拟卡",2小时,06:30 - 最晚航班
北京首都国际机场,"移动,全球通,移动全球通",N01535,北京首都国际机场,北京市,北京市,PEK,北京首都V1休息室（T2国内）,T2航站楼,安检后,是,特色休息室、安检前“北京首都T2常旅客会员接待柜台”享优先安检,从5号安检口正对面的专属直梯处上至三层.,国内出发,"支持虚拟卡,充电,航班显示器,水果,小食,按摩椅,餐食（冷/热）,独立洗手间,空调,茶水/饮料,WiFi,电视",2小时,06:30_22:30
北京首都国际机场,"移动,全球通,移动全球通",N01539,北京首都国际机场,北京市,北京市,PEK,北京首都A1休息室（T3国内）,T3航站楼,安检后,是,特色休息室、安检前“北京首都T3常旅客会员接待柜台”享优先安检,"T3-C区安检后,沿C08-C18登机口方向右手边第一个扶梯处(KFC旁侧,前行20米),乘扶梯下至二层(不含D区)",国内出发,"小食,充电,航班信息咨询,茶水/饮料,电视,按摩椅,WiFi,餐食（冷/热）,支持虚拟卡,水果,航班显示器,独立洗手间,空调",2小时,06:30_22:30
临沂启阳机场,"移动,全球通,移动全球通",N01543,临沂启阳机场,山东省,临沂市,LYI,易行商旅头等舱候机室,主航站楼,安检后,否,,"安检后二楼头等舱,空港餐厅旁边“头等舱候机室商务VIP”",国内出发,"电视,空调,茶水/饮料,支持虚拟卡,小食,广播提醒登机,WiFi",2小时,early-late-flight
武汉天河国际机场,"移动,全球通,移动全球通",N01547,武汉天河国际机场,湖北省,武汉市,WUH,3号头等舱、公务舱休息室（T3国际）,T3航站楼,安检后,否,,T3航站楼，四层国际安检后，左转直行，329登机口对面“3号头等舱公务舱休息室”,国际出发,"电视,WiFi,报刊杂志,茶水/饮料,空调",2小时,07:00-最晚国际航班登机
武汉天河国际机场,"移动,全球通,移动全球通",N01548,武汉天河国际机场,湖北省,武汉市,WUH,6号国内头等舱休息室(T3国内),T3航站楼,安检后,是,头等舱同款,"B区安检后直行右转,扶梯下行至二层,在50号登机口附近的06号头等舱休息室.",国内出发,"广播提醒登机,WiFi,支持虚拟卡,茶水/饮料,小食,电视,独立洗手间,空调",2小时,early-late-flight
武汉天河国际机场,"移动,全球通,移动全球通",N01549,武汉天河国际机场,湖北省,武汉市,WUH,8号国内头等舱休息室(T3国内),T3航站楼,安检后,是,头等舱同款,左边扶梯下行至二层A区08号等舱休息室.,国内出发,"茶水/饮料,电视,空调,小食,WiFi",2小时,06:30 - 最晚航班
武汉天河国际机场,"移动,全球通,移动全球通",N01550,武汉天河国际机场,湖北省,武汉市,WUH,贵宾接待处(T3国内),T3航站楼,安检前,是,优先安检、安检后休息室,T3航站楼，B区四层出发层，3号门内侧（H值机岛正对面）“贵宾接待处”,国内出发,"接待柜台,优先安检通道,支持虚拟卡",2小时,06:00-国内最晚出港航班起飞前50分钟
武汉天河国际机场,"移动,全球通,移动全球通",N01576,武汉天河国际机场,湖北省,武汉市,WUH,1号头等舱、公务舱休息室（T3国际）,T3航站楼,安检后,否,,T3航站楼，四层国际安检后，右转直行，335登机口斜对面“1号头等舱、公务舱休息室”,国际出发,"支持虚拟卡,电脑,独立洗手间,空调,茶水/饮料,小食,人工提醒登机,WiFi",2小时,07:00-最晚国际航班登机
上海浦东国际机场,"移动,全球通,移动全球通,广州银行,广州银行龙腾卡",N01613,上海浦东国际机场,上海市,上海市,PVG,吉祥航空86号贵宾室(T2国内),T2航站楼,安检后,是,头等舱同款,"安检后向右直行360米,至C80登机口旁""吉祥航空86号贵宾室”.",国内出发,"独立洗手间,茶水/饮料,酒精饮料,水果,打印,空调,行李寄存,电脑,按摩椅,报刊杂志,支持虚拟卡,WiFi,航班显示器",2小时,05:15-22:00
库尔勒机场,"移动,全球通,移动全球通",N01638,库尔勒机场,新疆维吾尔自治区,库尔勒市,KRL,头等舱休息室(T2国内),T2航站楼,安检后,否,,"右手扶梯上二楼,右手边头等舱候机室01,1号登机口正对面.",国内出发,"传真（收费）,打印（收费）,报刊杂志,电视,航班显示器,茶水/饮料,WiFi,电话（收费）",2小时,early-late-flight
昆明长水国际机场,"移动,全球通,移动全球通",N01668,昆明长水国际机场,云南省,昆明市,KMG,头等舱休息室V17,主航站楼,安检后,否,,"安检后下斜坡,右侧约10米(真功夫餐馆旁)""头等舱休息室V17”",国内出发,"空调,小食,WiFi,支持虚拟卡,茶水/饮料,报刊杂志,电视,航班显示器",2小时,05:30_21:00
满洲里西郊国际机场,"移动,全球通,移动全球通",N01676,满洲里西郊国际机场,内蒙古自治区,满洲里,NZH,贵宾厅休息室,主航站楼,安检前,是,协办值机、优先安检,"候机楼东侧贵宾楼""V6/V7休息室”",国内出发,"打印,传真,优先登机通道,残疾人通道,报刊杂志,独立洗手间,协办登机手续,协办行李托运,吸烟室,茶水/饮料,小食,人工提醒登机,WiFi,休息室安检通道",2小时,early-late-flight
长沙黄花国际机场,"移动,全球通,移动全球通",N01694,长沙黄花国际机场,湖南省,长沙市,CSX,乐翔三号贵宾厅(T2国内),T2航站楼,安检后,否,,"安检外,出发大厅1号门左转约20米",国内出发,"小食,报刊杂志,航班显示器,空调,茶水/饮料,WiFi,支持虚拟卡",2小时,06:00_22:00
广州白云国际机场,"移动,全球通,移动全球通,宁波银行,宁波银行龙腾卡,中信银行,中信银行龙腾卡",N01700,广州白云国际机场,广东省,广州市,CAN,机场通会员国内接待区(T2国内),T2航站楼,安检前,是,协办值机、优先安检,"41号门,朝值机岛C区方向直行,靠左侧标识到达""机场通会员休息室”(C18号行李检查区对面).",国内出发,"接待柜台,支持虚拟卡",2小时,06:30_21:00
广州白云国际机场,"移动,全球通,移动全球通,宁波银行,宁波银行龙腾卡,中信银行,中信银行龙腾卡",N01701,广州白云国际机场,广东省,广州市,CAN,白云机场易登机休息室(T2国内),T2航站楼,安检后,是,特色休息室、安检前“机场通会员国内接待区”享优先安检,"安检后左转,南航休息室对面的""白云机场易登机休息室”.",国内出发,"餐食（冷/热）,WiFi,支持虚拟卡,广播提醒登机,航班显示器,空调,茶水/饮料,小食",2小时,06:30_21:30
广州白云国际机场,"移动,全球通,移动全球通,中信银行,中信银行龙腾卡",N01703,广州白云国际机场,广东省,广州市,CAN,国际头等舱休息室Premium Lounge(T2国际),T2航站楼,安检后,否,,"从T2航站楼出发厅45号门,朝值机岛Q区方向直行,过三关""检验检疫、海关、边防”后直行至标识""国际头等舱休息室Premium Lounge”.",国际出发,"支持虚拟卡,报刊杂志,餐食（冷/热）,航班显示器,空调,茶水/饮料,小食,WiFi",2小时,24小时
广州白云国际机场,"移动,全球通,移动全球通",N01707,广州白云国际机场,广东省,广州市,CAN,机场通会员休息室(T2国内),T2航站楼,安检前,是,优先安检,"从T2航站楼出发厅41号门,朝值机岛C区方向直行,靠左侧标识""机场通会员休息室”(C18号行李检查区对面).",国内出发,"小食,人工提醒登机,WiFi,报刊杂志,空调,茶水/饮料",2小时,06:30_21:00
温州龙湾国际机场,"移动,全球通,移动全球通",N01742,温州龙湾国际机场,浙江省,温州市,WNZ,1号头等舱贵宾室(T2国内),T2航站楼,安检后,否,,"安检后,1号头等舱休息室.",国内出发,"报刊杂志,航班显示器,空调,茶水/饮料,小食,支持虚拟卡",2小时,08:00_22:00
毕节飞雄机场,"移动,全球通,移动全球通",N01743,毕节飞雄机场,贵州省,毕节市,BFJ,头等舱休息室,主航站楼,安检后,否,,"安检后,候机厅一楼""头等舱休息室"".",国内出发,"报刊杂志,电脑,空调,茶水/饮料,小食,广播提醒登机,按摩椅,WiFi",2小时,08:00 - 最晚航班
日照山字河机场,"移动,全球通,移动全球通",N01744,日照山字河机场,山东省,日照市,RIZ,头等舱候机室,主航站楼,安检后,否,,"候机楼隔离区二楼,3号登机口对面""头等舱候机室”.",国内出发,"独立洗手间,空调,茶水/饮料,小食,广播提醒登机,按摩椅,WiFi",2小时,early-late-flight
西安咸阳国际机场,"移动,全球通,移动全球通",N01746,西安咸阳国际机场,陕西省,西安市,XIY,V33迅邦达头等舱休息室（T3国内）,T3航站楼,安检后,否,,"安检后，左侧扶梯下楼直行约200米(步行约5分钟),""迅邦达头等舱贵宾休息室”(靠近""南航头等舱休息室"").",国内出发,"WiFi,餐食（冷/热）,支持虚拟卡,小食,报刊杂志,电视,航班显示器,空调,茶水/饮料",2小时,06:30_22:30
